datetime,open,high,low,close,volume
2020-07-01T00:00:00,,,,,0
2020-07-02T00:00:00,,,,,0
2020-07-03T00:00:00,,,,,0
2020-07-04T00:00:00,,,,,0
2020-07-05T00:00:00,,,,,0
2020-07-06T00:00:00,,,,,0
2020-07-07T00:00:00,,,,,0
2020-07-08T00:00:00,,,,,0
2020-07-09T00:00:00,,,,,0
2020-07-10T00:00:00,,,,,0
2020-07-11T00:00:00,,,,,0
2020-07-12T00:00:00,,,,,0
2020-07-13T00:00:00,,,,,0
2020-07-14T00:00:00,,,,,0
2020-07-15T00:00:00,,,,,0
2020-07-16T00:00:00,,,,,0
2020-07-17T00:00:00,,,,,0
2020-07-18T00:00:00,,,,,0
2020-07-19T00:00:00,,,,,0
2020-07-20T00:00:00,,,,,0
2020-07-21T00:00:00,,,,,0
2020-07-22T00:00:00,,,,,0
2020-07-23T00:00:00,,,,,0
2020-07-24T00:00:00,,,,,0
2020-07-25T00:00:00,,,,,0
2020-07-26T00:00:00,,,,,0
2020-07-27T00:00:00,,,,,0
2020-07-28T00:00:00,,,,,0
2020-07-29T00:00:00,,,,,0
2020-07-30T00:00:00,,,,,0
2020-07-31T00:00:00,,,,,0
2020-08-01T00:00:00,,,,,0
2020-08-02T00:00:00,,,,,0
2020-08-03T00:00:00,,,,,0
2020-08-04T00:00:00,,,,,0
2020-08-05T00:00:00,,,,,0
2020-08-06T00:00:00,,,,,0
2020-08-07T00:00:00,,,,,0
2020-08-08T00:00:00,,,,,0
2020-08-09T00:00:00,,,,,0
2020-08-10T00:00:00,,,,,0
2020-08-11T00:00:00,,,,,0
2020-08-12T00:00:00,,,,,0
2020-08-13T00:00:00,,,,,0
2020-08-14T00:00:00,,,,,0
2020-08-15T00:00:00,,,,,0
2020-08-16T00:00:00,,,,,0
2020-08-17T00:00:00,,,,,0
2020-08-18T00:00:00,,,,,0
2020-08-19T00:00:00,,,,,0
2020-08-20T00:00:00,,,,,0
2020-08-21T00:00:00,,,,,0
2020-08-22T00:00:00,,,,,0
2020-08-23T00:00:00,,,,,0
2020-08-24T00:00:00,,,,,0
2020-08-25T00:00:00,,,,,0
2020-08-26T00:00:00,,,,,0
2020-08-27T00:00:00,,,,,0
2020-08-28T00:00:00,,,,,0
2020-08-29T00:00:00,,,,,0
2020-08-30T00:00:00,,,,,0
2020-08-31T00:00:00,,,,,0
2020-09-01T00:00:00,,,,,0
2020-09-02T00:00:00,,,,,0
2020-09-03T00:00:00,,,,,0
2020-09-04T00:00:00,,,,,0
2020-09-05T00:00:00,,,,,0
2020-09-06T00:00:00,,,,,0
2020-09-07T00:00:00,,,,,0
2020-09-08T00:00:00,,,,,0
2020-09-09T00:00:00,,,,,0
2020-09-10T00:00:00,,,,,0
2020-09-11T00:00:00,,,,,0
2020-09-12T00:00:00,,,,,0
2020-09-13T00:00:00,,,,,0
2020-09-14T00:00:00,,,,,0
2020-09-15T00:00:00,,,,,0
2020-09-16T00:00:00,,,,,0
2020-09-17T00:00:00,,,,,0
2020-09-18T00:00:00,,,,,0
2020-09-19T00:00:00,,,,,0
2020-09-20T00:00:00,,,,,0
2020-09-21T00:00:00,,,,,0
2020-09-22T00:00:00,,,,,0
2020-09-23T00:00:00,,,,,0
2020-09-24T00:00:00,,,,,0
2020-09-25T00:00:00,,,,,0
2020-09-26T00:00:00,,,,,0
2020-09-27T00:00:00,,,,,0
2020-09-28T00:00:00,,,,,0
2020-09-29T00:00:00,,,,,0
2020-09-30T00:00:00,,,,,0
2020-10-01T00:00:00,,,,,0
2020-10-02T00:00:00,,,,,0
2020-10-03T00:00:00,,,,,0
2020-10-04T00:00:00,,,,,0
2020-10-05T00:00:00,,,,,0
2020-10-06T00:00:00,,,,,0
2020-10-07T00:00:00,,,,,0
2020-10-08T00:00:00,,,,,0
2020-10-09T00:00:00,,,,,0
2020-10-10T00:00:00,,,,,0
2020-10-11T00:00:00,,,,,0
2020-10-12T00:00:00,,,,,0
2020-10-13T00:00:00,,,,,0
2020-10-14T00:00:00,,,,,0
2020-10-15T00:00:00,,,,,0
2020-10-16T00:00:00,,,,,0
2020-10-17T00:00:00,,,,,0
2020-10-18T00:00:00,,,,,0
2020-10-19T00:00:00,,,,,0
2020-10-20T00:00:00,,,,,0
2020-10-21T00:00:00,,,,,0
2020-10-22T00:00:00,,,,,0
2020-10-23T00:00:00,,,,,0
2020-10-24T00:00:00,,,,,0
2020-10-25T00:00:00,,,,,0
2020-10-26T00:00:00,,,,,0
2020-10-27T00:00:00,,,,,0
2020-10-28T00:00:00,,,,,0
2020-10-29T00:00:00,,,,,0
2020-10-30T00:00:00,,,,,0
2020-10-31T00:00:00,,,,,0
2020-11-01T00:00:00,,,,,0
2020-11-02T00:00:00,,,,,0
2020-11-03T00:00:00,,,,,0
2020-11-04T00:00:00,,,,,0
2020-11-05T00:00:00,,,,,0
2020-11-06T00:00:00,,,,,0
2020-11-07T00:00:00,,,,,0
2020-11-08T00:00:00,,,,,0
2020-11-09T00:00:00,,,,,0
2020-11-10T00:00:00,,,,,0
2020-11-11T00:00:00,,,,,0
2020-11-12T00:00:00,,,,,0
2020-11-13T00:00:00,,,,,0
2020-11-14T00:00:00,,,,,0
2020-11-15T00:00:00,,,,,0
2020-11-16T00:00:00,,,,,0
2020-11-17T00:00:00,,,,,0
2020-11-18T00:00:00,,,,,0
2020-11-19T00:00:00,,,,,0
2020-11-20T00:00:00,,,,,0
2020-11-21T00:00:00,,,,,0
2020-11-22T00:00:00,,,,,0
2020-11-23T00:00:00,,,,,0
2020-11-24T00:00:00,,,,,0
2020-11-25T00:00:00,,,,,0
2020-11-26T00:00:00,,,,,0
2020-11-27T00:00:00,,,,,0
2020-11-28T00:00:00,,,,,0
2020-11-29T00:00:00,,,,,0
2020-11-30T00:00:00,,,,,0
2020-12-01T00:00:00,,,,,0
2020-12-02T00:00:00,,,,,0
2020-12-03T00:00:00,,,,,0
2020-12-04T00:00:00,,,,,0
2020-12-05T00:00:00,,,,,0
2020-12-06T00:00:00,,,,,0
2020-12-07T00:00:00,,,,,0
2020-12-08T00:00:00,,,,,0
2020-12-09T00:00:00,,,,,0
2020-12-10T00:00:00,,,,,0
2020-12-11T00:00:00,,,,,0
2020-12-12T00:00:00,,,,,0
2020-12-13T00:00:00,,,,,0
2020-12-14T00:00:00,,,,,0
2020-12-15T00:00:00,,,,,0
2020-12-16T00:00:00,,,,,0
2020-12-17T00:00:00,,,,,0
2020-12-18T00:00:00,,,,,0
2020-12-19T00:00:00,,,,,0
2020-12-20T00:00:00,,,,,0
2020-12-21T00:00:00,,,,,0
2020-12-22T00:00:00,,,,,0
2020-12-23T00:00:00,,,,,0
2020-12-24T00:00:00,,,,,0
2020-12-25T00:00:00,,,,,0
2020-12-26T00:00:00,,,,,0
2020-12-27T00:00:00,,,,,0
2020-12-28T00:00:00,,,,,0
2020-12-29T00:00:00,,,,,0
2020-12-30T00:00:00,,,,,0
2020-12-31T00:00:00,,,,,0
2021-01-01T00:00:00,,,,,0
2021-01-02T00:00:00,,,,,0
2021-01-03T00:00:00,,,,,0
2021-01-04T00:00:00,,,,,0
2021-01-05T00:00:00,,,,,0
2021-01-06T00:00:00,,,,,0
2021-01-07T00:00:00,,,,,0
2021-01-08T00:00:00,,,,,0
2021-01-09T00:00:00,,,,,0
2021-01-10T00:00:00,,,,,0
2021-01-11T00:00:00,,,,,0
2021-01-12T00:00:00,,,,,0
2021-01-13T00:00:00,,,,,0
2021-01-14T00:00:00,,,,,0
2021-01-15T00:00:00,,,,,0
2021-01-16T00:00:00,,,,,0
2021-01-17T00:00:00,,,,,0
2021-01-18T00:00:00,,,,,0
2021-01-19T00:00:00,,,,,0
2021-01-20T00:00:00,,,,,0
2021-01-21T00:00:00,,523,113,124,2150137727.459097
2021-01-22T00:00:00,124,135,101,121,985323131.022973
2021-01-23T00:00:00,120,125,106,112,247085739.437045
2021-01-24T00:00:00,112,115,102,105,157147488.969805
2021-01-25T00:00:00,105,111,102,105,187744712.059579
2021-01-26T00:00:00,104,107,99.1,103,98535425.165451
2021-01-27T00:00:00,104,104,85,91.4,109370059.210421
2021-01-28T00:00:00,92,101,87.2,97.1,153831055.244909
2021-01-29T00:00:00,97.1,108,92.4,97,183415241.958834
2021-01-30T00:00:00,97.1,101,92.9,94.4,57303533.187958
2021-01-31T00:00:00,94.4,99.9,89.3,91.2,60229030.843717
2021-02-01T00:00:00,91.2,92.1,85,90.2,53419667.617704
2021-02-02T00:00:00,90.2,105,88.9,103,151032268.532324
2021-02-03T00:00:00,103,108,99.2,104,135229031.949132
2021-02-04T00:00:00,104,122,94.3,109,198485959.773848
2021-02-05T00:00:00,108,160,106,153,583441235.750126
2021-02-06T00:00:00,153,154,128,140,167459483.028578
2021-02-07T00:00:00,140,144,121,138,102435457.759488
2021-02-08T00:00:00,138,164,133,152,199755119.255649
2021-02-09T00:00:00,151,176,145,162,154265110.768609
2021-02-10T00:00:00,161,170,146,159,124378210.614782
2021-02-11T00:00:00,159,195,155,172,213153220.726463
2021-02-12T00:00:00,172,184,165,177,135645462.718538
2021-02-13T00:00:00,177,244,175,223,679300195.384283
2021-02-14T00:00:00,223,315,208,291,1066535547.725318
2021-02-15T00:00:00,291,294,230,263,362186306.649514
2021-02-16T00:00:00,264,270,243,257,145513730.75577
2021-02-17T00:00:00,257,299,233,266,377840209.18895
2021-02-18T00:00:00,265,438,257,355,688387564.155127
2021-02-19T00:00:00,356,378,306,348,239716464.717272
2021-02-20T00:00:00,348,373,321,342,186923884.517256
2021-02-21T00:00:00,342,396,332,366,147500289.149434
2021-02-22T00:00:00,366,424,264,339,327594611.078178
2021-02-23T00:00:00,339,407,196,274,377559802.724203
2021-02-24T00:00:00,273,314,239,282,283433940.104633
2021-02-25T00:00:00,282,306,262,266,151702431.147373
2021-02-26T00:00:00,266,297,256,275,125885301.721378
2021-02-27T00:00:00,276,296,270,286,84684672.972267
2021-02-28T00:00:00,286,312,229,254,155610520.583293
2021-03-01T00:00:00,255,284,245,274,144006600.046902
2021-03-02T00:00:00,274,304,263,292,119152137.709294
2021-03-03T00:00:00,292,366,284,352,233643168.601514
2021-03-04T00:00:00,352,510,329,417,742752592.451995
2021-03-05T00:00:00,418,500,394,408,411421446.6612
2021-03-06T00:00:00,408,428,366,396,118563097.830951
2021-03-07T00:00:00,395,442,389,433,143366330.950047
2021-03-08T00:00:00,433,555,430,524,318445974.585012
2021-03-09T00:00:00,524,684,523,602,487163973.103948
2021-03-10T00:00:00,600,602,521,557,149240179.702596
2021-03-11T00:00:00,557,641,546,611,208004659.794874
2021-03-12T00:00:00,611,726,595,710,239159957.937638
2021-03-13T00:00:00,710,905,633,790,288323468.517756
2021-03-14T00:00:00,789,863,742,782,188947051.047925
